Elevation,Soil_Type32,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Cover_Type
3250,1,1289,2621,1
2843,0,2015,1945,2
3024,0,5923,1584,1
3093,0,994,911,1
3096,0,765,1708,1
3072,0,1722,242,1
2835,0,1801,1437,2
3007,0,999,1645,2
3177,0,3451,3245,1
3575,0,2818,1549,1
3042,0,5626,1994,2
3058,0,566,1691,1
2884,0,1706,942,2
2733,0,1766,1127,2
3199,0,4030,1706,1
3339,0,2162,2308,1
3041,0,2445,2382,1
2935,0,2736,1203,2
3191,0,1492,912,1
3061,0,3458,916,2
2522,0,42,819,2
2112,0,408,162,3
2825,0,1972,1657,2
2938,0,1834,2519,1
2974,0,4830,2424,1
2732,0,1577,1211,2
3443,0,1517,1583,7
3414,0,2394,1947,1
3255,0,3929,3720,1
2908,0,3580,1507,2
3156,1,2789,819,2
3396,1,2893,1915,1
3313,0,3740,2242,7
3096,0,6173,2447,1
3119,0,2846,3422,1
3080,0,899,849,1
2818,0,1165,1765,2
2733,0,2329,323,2
2349,0,360,987,2
2655,0,1758,234,3
3366,0,933,4381,1
2965,0,5825,4174,2
2732,0,3431,2996,1
2909,0,5653,5113,2
2721,0,1224,764,1
2215,0,930,446,3
2853,0,1674,2391,2
2909,0,3805,4944,1
3145,0,2630,541,1
2981,0,2635,1967,1
2865,0,2938,2148,2
2757,0,1452,1900,2
2192,0,816,420,4
2239,0,420,1681,3
2985,0,4578,1956,2
2534,0,698,1200,2
3014,0,5794,3967,2
3107,0,5154,1445,1
3320,0,1932,2563,1
3063,0,1756,3164,1
3130,0,210,1896,1
2825,0,1727,1332,2
3070,0,4396,3972,1
3041,0,934,890,1
2931,0,1110,849,2
3214,0,4233,2106,1
2718,0,2584,4667,2
3251,0,2521,1595,1
2445,0,1452,691,3
2414,0,819,1065,6
2975,0,2674,1771,1
2878,0,765,1833,2
3181,0,1064,2440,1
3014,0,5284,5645,2
2984,0,4974,1399,2
2950,0,4137,1369,2
3151,0,768,1924,2
3006,0,4527,95,2
2864,0,666,1862,2
3050,0,1855,1664,2
2722,0,666,2728,2
2762,0,1018,781,2
3178,1,618,914,2
2982,0,3181,6492,1
2408,0,781,1218,3
3022,0,4940,2817,2
2924,0,446,511,2
3078,1,2430,2252,1
2332,0,1189,1357,6
3167,0,4216,3457,1
2682,0,1356,1690,2
2024,0,210,180,3
3059,0,446,2135,1
2664,0,1008,1816,1
2645,0,604,1224,2
3185,0,2783,2635,7
3152,0,3427,3908,1
3148,0,1864,3084,2
3142,0,6019,1266,1
3411,0,819,815,1
2813,0,630,1036,1
3157,0,182,2748,2
2978,0,4207,837,2
2836,0,2202,1614,1
3004,0,3808,2506,2
3184,0,5085,2177,1
3142,1,1913,745,1
3077,0,6000,2586,1
3436,0,3234,1674,1
3163,0,240,841,1
2480,0,990,1124,6
3011,0,1657,2974,2
3137,0,295,1379,1
3276,0,4689,2895,1
3139,0,3372,805,2
2118,0,408,361,6
2844,0,1312,2551,2
2708,0,939,1116,2
3322,0,1320,2577,2
3258,0,2155,1190,2
2791,0,836,871,2
2674,0,3075,2832,1
2916,0,4334,5692,2
3201,0,5691,3166,2
2374,0,1410,642,3
3108,0,966,1744,1
2872,0,2734,2792,2
3229,1,703,1213,1
3150,0,2215,2741,7
2857,0,3723,6040,2
2918,1,819,1585,2
2786,0,912,1050,2
3166,0,4218,908,2
2840,1,3251,1374,2
3010,0,2385,1351,2
3417,0,849,875,1
2160,0,631,330,3
3204,0,853,1921,2
3110,1,2784,2568,1
3357,0,3142,1826,1
3193,0,1243,1862,1
2897,1,1945,2116,2
3255,0,1198,1242,1
3116,0,1672,2689,2
2726,0,1199,1734,1
3000,0,1464,324,1
3174,0,469,4964,2
3001,0,2725,6437,1
2306,0,1262,1198,6
2780,0,886,1992,5
3039,0,2173,2624,1
2943,0,1632,1209,1
3004,0,5104,6010,2
3216,0,1104,2972,2
3460,0,1758,1342,7
2364,0,1073,808,6
3026,0,1872,1415,1
2634,0,2826,6481,2
2230,0,1413,577,4
3038,0,2310,2579,1
3223,0,1401,2431,1
2330,0,1176,1310,3
3001,0,5117,4136,2
2432,0,938,953,6
2805,0,2589,2673,1
2770,0,1254,1027,1
3034,0,5495,4298,1
3058,0,895,1277,1
3136,0,1731,2826,1
3154,0,726,1487,2
2972,0,4203,2084,2
3018,0,752,658,1
2716,0,1123,693,1
2537,0,1410,902,3
2676,0,1533,1045,2
2852,0,2048,1578,2
2742,0,1101,1477,2
3273,0,648,192,1
2574,0,870,6452,2
3412,0,1082,4099,2
3382,0,5033,3097,1
2876,0,1561,1832,2
2900,0,2703,1082,1
3135,0,1485,1120,2
2728,0,212,661,5
2755,0,1347,1570,2
3364,0,2754,677,7
3237,0,4207,2431,1
3357,0,2731,655,7
3582,0,2613,3824,7
3252,1,4306,924,1
2749,0,582,2673,2
2338,0,1320,218,6
3321,1,1116,1471,1
3186,0,2656,2796,7
3354,0,4497,2552,1
2984,0,3182,997,2
2392,0,525,1353,6
2598,0,2751,2103,2
2635,0,1123,5509,2
2850,0,997,1950,2
3047,0,4520,350,2
2856,0,2680,3504,2
3099,0,1816,379,1
3247,0,450,1674,1
3167,0,730,1476,2
2939,0,3438,1209,2
2377,0,417,933,3
2800,0,1786,1033,5
3086,0,2197,3196,1
3094,0,3434,3005,1
2706,0,2605,1717,2
3340,1,2058,3662,1
2063,0,618,787,4
3067,1,1438,1801,1
3121,1,2084,2244,2
3148,0,1429,499,1
3416,0,977,1390,7
2981,1,1022,1224,1
2909,0,5334,4012,2
3106,0,2234,2330,1
2964,0,2446,2379,1
2585,0,2370,579,2
2394,0,300,1621,3
2645,0,2329,1500,2
2999,0,5425,853,2
3031,1,1505,964,2
3379,0,2122,3434,7
3115,1,2971,1015,2
3045,0,5728,1908,2
2526,0,684,1112,2
3254,0,1802,2226,1
3204,0,2080,3191,1
3196,0,2848,977,1
3367,0,3280,1731,1
3134,0,4970,350,2
2496,0,933,335,3
2883,0,4508,5123,2
2851,0,1590,1482,2
3012,0,492,420,1
3235,0,566,2071,1
2851,0,2630,1173,2
3217,0,4219,1454,1
2871,0,706,1383,2
2322,0,1050,162,3
3084,0,3226,918,2
3131,0,5495,741,1
2407,0,446,342,6
2655,0,3399,2341,2
3152,0,510,2001,7
2966,0,1315,2280,1
3020,0,4133,2463,2
3013,0,2486,603,2
2968,0,1650,1832,2
2945,0,5313,3257,1
2896,0,4829,1456,2
2667,0,1557,4244,2
3679,0,2659,1124,1
2970,0,1356,541,1
2877,0,3471,1872,2
3028,0,618,1211,1
2834,0,2542,837,2
2651,0,1911,1489,2
2437,0,875,1308,3
2850,0,3711,6433,2
2540,0,616,1065,2
2256,0,1588,361,6
3214,0,4266,2697,1
2957,0,1651,685,2
3173,0,5019,2329,1
3275,0,2893,2409,7
2971,0,2910,1557,2
3126,0,3546,837,2
2761,0,2227,2280,3
3125,1,2958,2509,1
2691,0,2375,600,1
3823,0,4568,2647,7
2900,0,2206,1559,2
2880,0,576,2346,2
2716,0,2270,693,2
2549,0,162,752,2
2954,0,1673,2197,1
3232,0,1777,2484,1
3011,0,5796,6289,1
3185,0,1454,67,1
3352,1,930,2259,1
2888,0,2577,1036,2
3242,0,5478,1438,1
3073,0,3833,3944,1
2840,0,5834,4499,2
2893,0,2571,741,1
2687,0,1604,1190,2
3116,0,3836,5011,1
3298,0,4904,162,1
3235,0,750,1836,1
3010,0,524,2021,2
3226,0,1836,437,1
3345,1,806,4023,2
2331,0,966,853,3
3187,0,674,2249,2
2837,0,3448,6418,2
3193,0,6039,2382,2
3035,0,4302,1470,2
3010,0,4643,648,2
3057,0,1482,2467,2
3345,0,5202,853,1
3247,0,2998,4798,1
2725,0,3262,1660,1
2696,0,864,2003,2
3090,0,3746,4067,1
3009,0,255,1559,2
2979,0,2609,242,1
3199,0,2107,3420,1
3185,0,4508,984,1
2739,0,722,2173,2
2871,0,1354,2742,2
2718,0,1527,1471,2
3387,0,2467,2512,7
2747,0,1719,1025,2
2949,0,840,2773,2
3304,1,1140,1170,1
3194,0,1850,782,1
2612,0,1839,2001,6
3201,0,5946,2706,2
2755,0,1889,2073,6
3052,0,2753,904,1
3232,0,3430,1931,7
2851,0,2736,2083,2
3056,0,3716,738,1
3057,0,6067,2970,2
3070,0,2864,6262,1
3028,0,595,1679,2
2680,0,418,895,2
2963,0,902,2295,1
3024,1,1775,2040,2
2813,0,787,124,5
2861,0,283,162,1
2352,0,933,1343,3
3014,0,3920,2343,2
3312,0,2037,2045,2
3271,0,1734,4786,1
3113,1,2166,2423,1
3113,0,3675,2032,2
2863,0,2666,595,2
3001,0,4084,750,2
2526,0,1277,4735,2
2938,0,3672,4250,2
3030,0,1355,2727,1
3190,0,4128,1114,2
2432,0,755,1074,6
3231,0,2823,3726,1
3127,0,4520,2457,2
3134,0,5344,1989,1
3057,0,1371,1338,2
3035,0,3152,365,1
3100,0,4397,3739,1
2518,0,598,684,2
2985,0,4765,4994,2
3839,0,4625,2687,7
2806,0,2389,722,2
2919,0,4581,5389,2
2852,0,1544,1650,2
2935,0,306,726,1
3067,0,5669,3555,1
3000,0,120,934,1
3274,0,1332,1855,1
3133,1,2561,577,2
2806,0,1308,2032,6
3178,0,997,2135,1
3249,0,5789,674,1
2967,0,4984,2213,1
3224,0,3752,2293,1
3126,0,2416,1465,1
2859,0,2610,2821,2
2701,0,1236,1869,2
2913,0,573,600,2
2417,0,845,1107,6
2959,0,1215,351,2
3126,0,3287,1471,1
3019,0,2207,1101,2
2900,0,711,930,1
3116,0,1290,2356,1
2812,0,2412,1383,2
2590,0,2106,1538,3
2587,0,2772,1001,3
3127,0,1986,997,1
3001,0,6054,6277,2
3064,1,2173,2060,2
3312,0,3262,1879,1
2759,0,108,2177,2
2884,0,2659,933,2
3197,0,2561,2793,7
3116,0,3908,1637,2
2901,1,2529,108,2
2925,0,2532,792,2
2693,0,2038,837,2
3172,0,1604,540,1
2872,0,417,1530,2
3287,0,1831,685,1
3185,0,3007,4425,1
3130,0,3532,3152,1
2990,0,1627,2108,2
2358,0,1101,30,3
2378,0,1368,703,6
3331,1,1065,1561,1
2711,0,1050,1621,2
2998,0,5588,3276,2
3199,0,1973,2385,1
2693,0,916,1290,2
2011,0,283,781,3
2896,0,5172,4747,1
3025,0,2929,1383,2
2900,0,2346,607,2
3158,0,4752,1337,1
3274,0,4183,799,1
2929,0,3728,6401,2
2336,0,1728,949,6
2870,0,1090,2293,2
2929,0,2100,2197,2
2998,0,1302,743,2
3028,0,1120,2642,1
2974,0,1485,1433,2
3193,0,3341,1213,1
2845,0,2577,2824,2
2680,0,1397,3416,2
2854,0,2643,977,2
2311,0,902,865,3
2972,0,2042,1273,1
3250,0,4779,3438,1
2679,0,1764,1092,2
3190,0,990,2212,1
2687,0,2697,1110,2
3108,0,5210,966,2
3088,0,939,1924,1
3306,0,1384,2963,1
3330,0,1485,2021,1
3362,0,2846,655,7
2936,0,4883,6216,2
2658,0,134,816,2
3128,0,1282,2393,1
3175,0,1531,2654,2
3167,0,4782,1392,1
3303,1,3365,1328,2
2711,0,2166,2521,2
2972,0,600,474,1
2815,0,1073,301,2
2737,0,124,816,5
3296,0,3420,2397,1
3326,0,927,1579,2
3018,0,2930,658,1
3188,0,175,3203,1
3076,0,5735,1932,2
2979,0,2270,2512,2
2652,0,1598,1583,6
2863,0,1610,2883,2
3168,0,4405,1114,1
3216,0,5904,1962,2
2967,1,1194,859,2
2898,0,4293,2770,1
2673,0,1298,1172,5
2318,0,1022,841,6
3192,0,569,2109,2
2618,0,684,1332,6
3304,0,934,2676,1
2867,0,2952,2713,2
2851,0,2058,1806,2
2809,0,2398,2483,2
2800,0,3031,1448,3
3163,0,2300,816,1
2741,0,1455,1445,1
3397,1,2701,532,1
3256,0,1533,685,1
3190,1,1670,765,1
3075,0,5328,2837,1
2995,0,1616,1131,2
2804,0,997,2228,2
2770,0,1480,1041,2
2695,0,914,2265,2
3134,0,612,997,1
3370,0,4380,3537,7
3212,0,2965,1987,1
2005,0,570,771,6
2932,0,5568,1190,2
3092,0,942,1833,2
3261,0,3671,3716,7
3204,0,5794,2866,2
2974,0,5046,1911,5
2776,0,2469,2118,3
2891,0,891,685,1
2296,0,830,335,3
2939,0,5363,4044,2
3133,1,1852,2599,2
3140,0,2016,1984,2
2152,0,256,424,6
3018,0,4194,2467,2
2978,0,4331,5446,2
3014,0,5901,3247,2
3135,1,2925,1253,1
3208,0,1684,671,1
3061,0,666,849,1
2610,0,1100,883,6
3332,1,3240,1822,1
3085,0,1209,2410,1
3298,0,3337,537,1
3254,0,1866,1482,2
2782,0,1437,2364,2
2852,0,1396,3038,2
2199,0,870,470,3
3102,0,3690,2971,1
2711,0,2304,4562,2
2823,0,1248,1648,2
2267,0,255,324,3
2413,0,977,1463,6
2862,0,2133,911,5
2314,0,1271,1371,6
2675,0,953,1811,2
2963,0,4557,3360,2
3381,0,3960,2101,1
3143,0,484,2232,1
2716,0,1082,721,6
3175,0,4373,1914,1
2157,0,323,182,3
3294,0,2106,4622,1
2771,0,1974,1492,2
3156,0,4256,3468,1
3523,0,1383,997,7
2887,0,1581,2584,2
3291,1,854,2234,2
2975,0,5234,1061,2
2612,0,659,5991,2
3032,0,3045,2053,1
2537,0,1077,1423,3
3261,0,1641,1221,1
3105,0,450,646,1
3167,0,1590,361,1
3231,0,5393,566,1
3074,0,1666,1198,1
3178,1,1537,2581,1
3100,0,4202,2980,1
3097,0,2746,1300,1
2753,0,3157,2994,1
3409,0,1116,664,1
2634,0,997,1703,2
2918,0,942,680,2
3044,0,6629,2932,2
3098,0,6266,1482,2
3156,0,1385,2620,1
3138,0,1489,2075,1
2959,0,5236,4981,2
3059,0,4021,2252,2
2552,0,1101,592,6
2976,0,4961,2143,1
2786,1,1276,703,2
3203,0,6026,2377,1
3379,0,663,210,7
3380,0,1935,3045,1
2878,1,3151,1276,2
3312,0,3205,3056,1
3061,0,1101,1477,2
2376,0,1047,779,6
2686,0,1575,1194,2
2982,0,5533,3954,2
2686,0,1666,6255,2
2972,1,671,1660,2
3211,0,4266,1075,1
3086,0,495,878,1
3133,0,2249,900,1
3356,0,2022,1489,7
3008,0,5524,6049,2
3203,0,2227,3034,1
2723,0,1588,1233,2
2824,0,2316,351,1
3344,0,5088,900,1
3253,0,4508,1020,2
3022,1,1209,2131,1
3019,0,600,872,1
2858,0,1269,2742,2
2705,0,1142,558,2
2766,0,1631,2739,2
2581,0,1290,4860,2
2816,0,1355,1310,2
2848,0,1919,1626,2
2681,0,1637,1209,3
3189,0,1588,150,1
2881,0,3293,1894,2
2724,0,1282,2214,2
3096,0,920,1484,2
3200,0,1668,2096,2
2985,0,5467,4313,2
2941,0,3733,4678,2
2636,0,2197,2431,3
2922,0,4502,4296,1
2802,0,1786,2148,1
3132,0,5267,499,1
2795,1,600,1008,2
3054,0,4908,1328,1
3532,0,2940,1742,1
3196,0,5047,2008,1
2984,0,3537,1570,2
2729,0,1374,2071,2
3092,0,3077,1209,1
3002,0,4775,1493,1
3143,0,4221,1813,2
3081,0,743,1943,1
2985,0,1087,1699,2
3011,0,4280,3424,2
3425,0,4740,2896,7
3364,0,2151,2462,1
3306,0,6056,641,1
2765,0,940,1956,2
3357,0,2096,2486,1
3211,0,5313,792,1
2586,0,323,912,3
2005,0,268,751,3
2741,0,2502,6555,2
3163,0,124,511,1
3268,0,2636,3093,2
2151,0,779,1556,4
3185,0,3182,2203,1
2106,0,600,664,6
2915,0,3017,1230,2
2740,0,2858,4915,2
2852,0,2197,592,2
1998,0,150,192,3
3166,0,4991,2687,2
3184,0,4185,3142,1
3027,0,3767,2527,2
3144,0,1106,2155,1
2692,0,1405,992,2
3164,0,3131,3203,2
3011,0,437,1087,2
2817,0,42,891,2
3093,0,3778,4089,1
3254,0,765,1749,1
3311,0,4522,1266,1
3232,0,313,1144,1
3050,0,5641,1702,2
3102,0,953,2576,1
3227,0,4039,1295,7
2908,0,4981,466,2
2613,0,1909,731,3
3352,0,2160,2086,1
3194,0,3133,2947,2
3271,0,1690,2846,1
3034,0,3958,2316,2
2631,0,1530,1932,3
3000,0,2671,918,2
3106,0,6356,2611,2
2945,0,5603,1952,2
2972,0,1988,2647,1
3706,0,5387,3627,7
3147,0,4396,1140,1
2676,0,1180,3690,2
2254,0,780,787,3
2994,0,5167,1772,2
2449,0,858,270,3
3065,0,1150,1585,2
2559,0,840,150,2
2949,0,3818,5212,2
2740,0,2130,755,2
3138,0,2790,2167,2
2937,0,684,750,1
2603,0,3247,2576,1
3287,0,2814,1041,2
2790,0,1758,2748,2
3103,0,4276,1423,1
2895,0,1959,2949,2
3091,0,886,1948,1
3372,0,684,90,7
3237,0,684,902,7
2508,0,450,371,2
2986,0,3814,1670,2
3082,0,2477,1855,2
3096,0,4292,2933,1
2837,0,2571,2440,1
2072,0,576,210,3
2883,0,2197,1973,2
3282,0,5094,180,1
3128,0,1072,2309,1
2897,0,2162,2455,2
2745,0,2108,1325,2
2755,0,1771,1159,2
2756,0,1165,1024,2
3256,0,2096,2121,1
3182,0,404,2250,1
3193,0,5873,2018,2
2719,0,716,2106,2
3346,1,3461,1458,1
2948,0,1961,1673,2
2978,0,3349,6276,2
3044,0,5597,6093,2
3258,0,1982,2048,2
3161,0,4163,3280,1
1922,0,210,743,6
3396,0,2892,1471,7
2639,0,2001,1302,2
3028,0,2791,2580,2
3044,0,5596,4656,2
2777,0,859,2012,5
2771,0,1302,962,6
2651,0,2221,774,1
2916,0,1673,2496,2
3109,0,2915,5608,2
2982,0,5924,6137,2
3181,0,2655,1114,1
3233,0,2592,1224,1
3161,0,4108,376,1
2944,0,3893,4348,2
2353,0,1365,503,3
2794,0,1302,2108,2
3101,0,1782,659,1
3233,0,2371,1710,1
3228,0,6071,390,1
2993,0,2670,2281,1
3215,1,2890,983,2
3106,0,841,1034,1
2796,0,630,513,5
2718,0,883,1909,1
3226,0,1312,2460,1
3165,0,4794,1371,1
2985,0,4069,4560,2
3080,0,552,924,1
3027,1,2190,2652,2
3309,0,371,350,2
3090,0,3834,4308,1
3028,0,2427,1440,2
3189,0,2329,2823,1
3015,0,865,1524,2
2544,0,2474,2460,1
2692,0,108,1871,5
3018,1,2632,859,1
2915,0,658,874,1
3037,0,5834,1814,1
3041,1,981,1873,2
2991,0,5624,3844,2
2495,0,743,997,6
3234,0,1012,2563,2
2997,0,691,1392,2
3069,0,4956,1234,1
2454,0,509,977,2
2751,0,2672,6351,2
2879,0,1819,2359,2
3211,0,4484,2290,1
2761,0,1397,853,2
2688,0,1872,2754,2
3090,0,1440,993,1
2774,0,1745,1489,2
3210,0,2281,1652,1
3153,0,309,3656,2
3230,0,765,1087,1
3072,0,1732,1234,1
3027,0,3886,2586,1
2182,0,730,1001,4
2968,0,4402,1982,2
3230,0,2994,1226,1
2391,0,847,693,6
2422,0,1101,997,6
3167,0,2350,2893,7
3089,1,579,1290,1
2983,0,5268,1776,2
2798,0,3337,1657,2
3017,0,240,1092,1
3416,0,4013,3458,7
2897,0,1801,2810,2
2744,0,1253,1987,2
3178,0,1908,847,1
3061,0,1165,3473,1
3128,0,2618,2506,1
2770,0,2713,6186,2
3308,0,3990,1084,1
2101,0,256,450,3
2199,0,540,150,6
3188,0,947,2040,1
3185,0,474,1756,2
3326,0,3010,2218,7
2335,0,1012,216,3
2698,0,553,60,3
2090,0,268,680,3
3069,0,3495,2289,1
3188,0,721,2084,1
2942,0,2679,1744,1
3201,0,3704,4243,1
2790,0,2374,677,2
2978,1,638,1365,2
3442,1,2730,1641,1
3155,0,3050,3449,1
2696,0,1103,1436,2
3181,0,979,2580,2
2383,0,1033,1024,3
2652,0,1490,618,2
2909,0,4727,4794,2
2907,0,1200,1055,2
3114,0,2308,1678,1
2749,0,1022,1265,2
2895,1,3097,1087,2
3211,0,3079,1425,1
2021,0,330,722,3
3151,0,5851,960,1
2719,0,2071,408,2
3095,1,2418,2225,2
3370,0,1471,847,7
2997,0,658,1765,2
3195,0,2533,1008,1
3124,0,256,1476,1
3151,0,5020,2809,1
3101,0,3046,1328,1
2807,0,1500,2554,2
2916,0,3836,6268,2
2952,0,3037,3376,2
3412,0,2297,2457,1
2780,0,2268,594,2
3495,0,5208,4350,7
2842,0,4751,67,2
3097,0,4827,2920,1
2965,0,4681,3207,1
3067,0,3326,3021,1
2679,0,1832,2711,6
3077,0,371,700,2
2967,0,2474,2191,2
2636,0,1355,95,2
2328,0,808,67,3
2461,0,1308,569,3
2936,0,2989,2213,2
2603,0,1776,2064,2
2853,0,916,2589,1
3289,0,3408,1974,7
2663,0,1500,5862,2
3078,0,1724,1100,1
2664,0,1668,541,2
3060,0,2590,1950,2
2155,0,324,579,6
2803,0,1782,2268,1
3395,0,1894,1022,7
2788,0,3298,1624,2
3154,0,4025,1031,1
3040,0,1248,2522,2
2851,1,808,150,2
3105,0,1252,1489,1
3182,0,4270,3467,1
2442,0,459,1170,2
2995,0,5651,3822,2
2333,0,685,751,6
3088,0,5082,150,2
3118,0,95,979,1
3206,0,1860,2107,2
3022,0,2265,2557,1
2893,0,553,216,2
2153,0,573,446,6
2336,0,1101,1358,6
3267,0,1905,1507,2
2091,0,955,577,3
2499,0,201,1530,6
3046,0,1355,2526,2
2974,0,3615,997,2
3295,1,912,2679,2
3350,0,3989,1950,7
2971,0,1934,1530,2
3288,0,2145,3130,1
3004,0,2739,6452,1
2812,0,2356,2460,2
3385,0,2925,421,1
2969,0,2420,1366,2
2999,1,2789,1584,2
2733,0,1500,1981,2
2702,0,2215,2073,6
2593,0,2173,1415,3
2879,0,3104,1626,2
3293,0,4923,339,2
3080,0,2708,1231,1
3108,1,2067,2568,1
2691,0,2324,4646,2
2920,0,2605,1797,1
3228,0,2793,3750,1
3381,0,1387,2874,7
3120,0,1385,1201,1
2823,0,987,1260,1
3204,0,2053,3221,1
3462,0,3167,1718,1
2888,0,1203,2818,2
3011,0,3753,5395,2
3104,0,874,1434,2
2700,0,2021,390,2
3000,0,1577,2297,2
2952,0,841,2770,2
3143,0,2523,1409,1
3007,0,1888,780,5
3124,0,4039,1413,1
3256,1,760,2658,2
3109,0,3121,1415,2
2895,0,1839,2875,1
3017,0,2574,537,1
3018,1,684,902,2
3226,0,6026,1012,1
2532,0,1570,973,3
3368,0,3102,3009,1
3126,0,1915,553,1
3191,1,2958,2502,2
2958,0,932,658,2
3171,0,5116,2467,1
3242,0,4984,1770,1
3072,0,2687,1583,1
2124,0,458,661,6
2925,0,1622,2442,2
2803,0,902,1996,2
3097,0,3141,2353,2
3131,1,1708,2605,1
3417,0,1919,577,7
2751,0,1208,2054,1
2427,0,361,258,3
2611,0,677,1574,2
3200,0,1068,2001,1
3143,0,2018,2012,2
2893,0,4884,4572,2
2752,0,2310,1507,2
2714,0,1756,3392,2
3205,0,3074,4911,1
3152,0,201,1986,2
3027,0,4173,4332,2
2193,0,1698,162,4
2827,0,3180,2723,2
3303,0,5736,589,1
3291,0,5334,454,1
2666,0,2230,808,3
2672,0,1604,1289,2
3013,0,3543,1943,1
3026,1,1449,485,1
2969,0,886,2030,2
2120,0,1279,541,3
3140,0,2496,1436,1
2734,0,2311,571,2
2840,0,1434,2971,1
3230,0,5924,1062,1
2924,0,4179,485,2
2873,0,3755,3384,2
3017,0,757,684,1
3191,1,1627,2220,2
2339,0,446,853,3
2767,1,1302,854,2
3258,0,4650,3049,1
2955,0,4748,2268,2
2992,0,4597,1892,2
2913,0,4286,5879,2
3462,0,4084,4060,7
3315,0,2471,2713,1
3134,0,1245,859,2
3181,0,2965,1273,2
3070,0,5968,2850,2
2650,0,1256,1198,2
3041,1,3167,1148,2
3005,1,1620,1071,1
3063,1,2249,2664,1
2992,0,836,1273,2
3139,0,6557,2188,2
3297,0,3521,1191,1
3171,0,1919,2067,1
3251,0,573,573,1
2697,0,1155,1708,1
2667,0,2460,716,2
2749,0,2972,6337,2
3176,0,1857,2531,1
3005,0,4470,616,2
2528,0,85,671,2
3020,0,2613,1574,1
3206,0,3092,730,1
3201,0,1456,2155,1
3079,0,2446,1181,1
3034,0,1537,467,2
2617,0,2804,2052,2
3073,0,5568,3408,2
3278,1,534,1044,2
3124,1,592,1652,2
2961,0,4587,258,2
2734,0,1235,2374,2
2793,0,2905,1579,2
3182,0,3864,4136,1
3152,0,1075,1745,1
2781,0,1266,579,2
3505,0,3043,679,1
2995,0,5689,3695,2
2851,0,2784,2444,2
3286,0,674,1134,1
2926,0,2188,1484,2
2943,0,1667,1530,1
3233,0,6092,2126,2
2721,0,2697,2121,2
2818,0,3240,6163,2
3251,0,1689,2301,1
3132,0,1260,2300,1
3123,0,4422,3203,1
3100,0,1296,1471,1
2834,0,1952,1896,2
3039,0,942,1556,1
3393,1,1620,2240,1
3386,0,3150,2012,1
2672,0,1295,1465,2
2965,0,5598,4718,2
3172,0,918,2037,2
3011,0,4478,659,2
3363,0,1231,1515,7
2300,0,1410,815,3
3172,0,2042,2962,1
3004,0,2297,1259,2
2874,0,1167,1710,1
3104,1,2193,1860,2
3198,0,592,2432,1
3203,0,4168,3349,7
2677,0,1183,1276,2
2720,0,1558,4105,2
3067,0,5775,4160,1
2671,0,2043,5077,2
3286,0,5253,175,1
3133,0,190,3400,2
2874,0,2190,1727,5
2886,0,2549,451,2
2969,0,1583,3474,1
3074,0,779,875,1
3044,0,930,1967,2
2458,0,1057,902,6
3142,0,4614,1980,1
2139,0,926,277,4
3076,0,2010,3774,1
2836,0,553,2308,2
2701,0,1140,576,2
2942,0,4815,2580,2
2821,0,395,1772,5
2618,0,750,806,2
2548,0,598,1036,2
2944,1,1290,2652,2
3132,1,2186,2640,2
3076,0,1714,514,2
2948,0,691,742,1
3204,0,4566,3409,1
2968,0,4582,5544,2
2785,0,2858,6508,2
3219,0,2644,1298,1
2855,0,330,2472,2
3215,0,5820,2092,2
3285,0,2703,2635,1
3122,0,1158,2047,1
3069,0,3042,1789,2
2355,0,1195,1008,3
3002,0,3692,1273,2
3115,1,1940,2669,1
2680,0,1641,730,2
3294,0,1838,2631,1
2578,0,1514,2738,2
3010,0,382,1705,2
2699,0,1543,3522,2
2749,0,641,713,2
3072,0,1811,1995,1
3286,1,3750,1718,2
3122,0,2038,1020,1
3353,0,3468,1506,7
3249,0,577,553,1
3064,0,1489,2330,2
3021,0,2859,234,1
2635,0,1584,4970,2
3144,0,731,1622,1
2453,0,659,1195,3
2886,0,1061,2469,2
2748,1,2673,1451,5
2911,1,1504,1426,2
3035,0,1795,2938,1
3159,0,3368,1207,2
2681,0,1366,1338,2
3012,0,2900,732,1
2239,0,1261,671,6
3000,1,1704,1733,2
3232,0,3401,1961,7
3073,0,4518,3569,1
3279,1,2345,853,1
3368,0,3336,1719,1
2814,0,2114,1989,2
3195,0,4085,900,1
3198,1,3069,450,1
3001,0,5701,2987,2
2561,0,797,1235,5
2948,0,3088,3434,2
3089,0,365,1332,2
2851,0,658,1318,5
2848,0,1710,2263,2
3229,0,5989,2733,2
3123,0,3120,1490,2
3229,0,4582,391,1
2789,0,1277,2684,2
2995,0,4306,3704,2
2646,0,2340,2279,2
2920,0,3477,1765,2
3254,0,2419,2489,1
2827,0,277,2103,5
2327,0,607,636,3
2886,0,2503,2113,2
2791,0,1341,2382,2
3398,0,660,420,7
3006,0,5381,1027,2
2857,0,4108,5235,2
2365,0,541,825,6
2976,0,1499,2021,2
2991,0,3864,1556,2
2968,0,5054,1827,2
3159,0,2881,3518,1
2402,0,646,1057,6
2891,0,702,2315,2
2831,0,1150,1874,2
2895,0,1621,2914,2
2874,0,485,443,2
3264,0,1222,1195,1
2581,0,765,2062,2
3040,0,3298,752,1
3229,0,4360,566,1
3068,0,1664,2096,1
3249,0,1350,2248,1
2953,0,1296,1784,2
3050,0,4374,4334,1
